title,location,call,access,parking,height,lift,toilet,customRoom,seat,ticket,blindConve,deafConve,guidance,wheelchair,longitude,latitude
장풍(성원빌딩),서울시 강남구 선릉로  816,02-3446-8889,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0399373,37.52459271
이태원동 근린생활시설(휴게음식점),서울시 용산구 이태원로  192,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9953712,37.53436614
빕스 대방점,서울시 동작구 노량진로 2,02-3280-1997,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9257705,37.51223218
정감어린,서울시 용산구 후암로 4,02-754-4389,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9786905,37.54625696
태평(한식집),서울시 강남구 테헤란로6길 14,02-564-5551,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0304491,37.49765437
삼호가든,서울시 양천구 신월로 210,070-7398-2939,N,N,N,N,N,N,N,N,N,N,N,N,126.8456327,37.52077706
헤라로사커피(JS빌딩),서울시 강남구 도산대로  427,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0425555,37.52394381
미송샤브샤브,서울시 노원구 노원로 412,02-939-8833,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0681053,37.65340801
근린생활시설(황금오리농원),서울시 노원구 동일로231길 17,02-935-5296,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0547031,37.67206313
금수복국,서울시 강남구 언주로  821,02-3448-5488 ,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0327949,37.52354614
카페 무이무이,서울시 강남구 도산대로51길 19,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.037636,37.52442716
일품신토오리,서울시 강서구 공항대로  326,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,126.8437483,37.55777025
더캣츠,서울시 강서구 공항대로46길  90,02-2698-7898,Y,N,Y,N,N,N,N,N,N,N,N,N,126.8507375,37.55238614
달인갈매기(광명빌딩),서울시 강남구 강남대로114길 13,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0253454,37.50603914
WA BAR,서울시 강동구 양재대로111길 18,02-470-8579,N,Y,N,N,N,N,N,N,N,N,N,N,127.1385311,37.5374059
근린생활시설(못된송아지),서울시 노원구 상계로5길 26,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0632542,37.65710699
청해수산회천하통일,서울시 중랑구 면목로 490,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0860889,37.59564358
흑다돈,서울시 서초구 강남대로65길 10,02-3482-2090,N,N,N,N,N,N,N,N,N,N,N,N,127.0249555,37.50049873
원투쓰리,서울시 강남구 강남대로94길 9,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0280958,37.49948268
봉피양마포점(오늘도안동한우),서울시 마포구 토정로  308,02-715-2292,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9429054,37.54008822
나무그늘-카페,서울시 동대문구 천장산로7길  32-9,-1,Y,N,N,N,N,N,N,N,N,N,N,N,127.0558794,37.59876392
흑돈가,서울시 강남구 봉은사로86길 14,02-2051-0008,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0563161,37.51251645
근린생활시설(배밭고을),서울시 노원구 동일로 1611,02-938-9500,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0554332,37.67226977
동굴과 화로구이(뉴명성),서울시 은평구 은평로  185,02-353-8592,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9282591,37.6021704
임고집한우,서울시 강남구 테헤란로104길 11,02-567-5620,Y,N,N,N,N,N,N,N,N,N,N,N,127.0652448,37.50845297
희전샤브샤브,서울시 관악구 남부순환로180길 6,02-889-2988,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9304914,37.4837001
콩심은데 콩나고,서울시 서초구 남부순환로354길  14,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0369813,37.48419697
화로 숫불 종로갈비(J빌딩),서울시 강남구 테헤란로1길  28-6,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0279912,37.50024734
일킬로칼국수,서울시 서초구 강남대로37길 59,02-586-1052,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0303389,37.48453914
동원빌딩(근린생활시설),서울시 마포구 어울마당로 147-1,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9262686,37.55671503
천하무적,서울시 송파구 송파대로34길 25,02-402-9208,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0
본가,서울시 노원구 노해로83길 10-4,02-931-9291,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0646002,37.65570706
만가화로구이,서울시 강서구 양천로18길 9,02-2662-8592,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.8129855,37.57296192
타운플라자,서울시 서초구 신반포로47길 9-6,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0193189,37.5112585
프로포즈야채과일&lt;간이장터&gt;,서울시 도봉구 노해로63다길 25,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0460731,37.65400914
일품신토오리,서울시 도봉구 마들로  546,02-900-8889,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0
호텔 프리마 (주)풍류관,서울시 강남구 도산대로102길 10,02-6006-9201,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0528168,37.52389748
평양초계탕,서울시 은평구 대서문길  13-11,02-388-2977,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9471799,37.65807469
OK목장,서울시 송파구 백제고분로 547,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0
태릉숯불갈비,서울시 노원구 한글비석로1길 37,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.070363,37.6393306
손수헌(한식레스토랑),서울시 강남구 선릉로145길  11,02-3442-2567,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0387202,37.52122933
놀부부대찌게&amp;철판구이,서울시 도봉구 노해로69길  15-9,02-991-5788,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0503381,37.65290673
불고기 브라더스 서교점 ,서울시 마포구 양화로 107,02-335-7241,N,Y,Y,N,N,N,N,N,N,N,N,N,126.9187815,37.5535868
붓처스컷(SG다이힐빌딩),서울시 강남구 압구정로60길 18,02-543-7159,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0417015,37.52618713
평양면옥,서울시 서초구 강남대로93길 28,(02) 547-6947 ,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0189375,37.51294582
근린생활시설(친구네숯불닭갈비),서울시 노원구 동일로242길 123,-1,Y,N,N,N,N,N,N,N,N,N,N,N,127.0615179,37.67485684
크리스피크림 도넛츠,서울시 서대문구 명물길 6,02-362-1470,Y,N,Y,N,N,N,N,N,N,N,N,N,126.9374049,37.5573106
근린생활시설(엉터리생고기),서울시 노원구 상계로7길 39,02-938-3376,Y,Y,N,N,N,N,N,N,N,N,N,N,127.064273,37.65834902
골든너겟,서울시 용산구 이태원로55가길  3,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0007415,37.53803043
엔씨레이디스-백화점,서울시 영등포구 양평로 47,02-2068-2001,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9009807,37.53387099
신사면옥,서울시 강남구 도산대로 311,02-518-7228,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0353196,37.52247114
화로구이,서울시 서초구 강남대로  267,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0323372,37.48717003
민속촌(용강빌딩),서울시 강남구 도산대로 535,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0521654,37.52518053
새마을식당(덕당빌딩),서울시 강남구 논현로150길  33,02-515-2251,Y,N,N,N,N,N,N,N,N,N,N,N,127.0311361,37.51995785
주런,서울시 강서구 공항대로46길  89,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,126.8511347,37.55219571
아워홈역삼빌딩,서울시 강남구 역삼로 115,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0319076,37.49382604
아웃백스테이크하우스 잠실점,서울시 송파구 송파대로  466,02-418-4071,Y,Y,N,N,N,N,N,N,N,N,N,N,127.1052254,37.50788687
지오브레스빌딩,서울시 용산구 대사관로34길 22,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0057749,37.53235623
청산유통,서울시 중랑구 동일로  937,02-948-3281,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0764814,37.61400251
골방집,서울시 강북구 한천로 926,02-993-8200,Y,Y,N,N,N,N,N,N,N,N,N,N,127.036946,37.63443835
호야,서울시 강남구 강남대로78길  22,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.031166,37.49516838
새마을식당,서울시 노원구 노해로81길 12-20,02-930-0120,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0639738,37.65558306
쉐프케이엔알(송은아트 스페이스),서울시 강남구 압구정로75길  6,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0470053,37.52615351
온누림,서울시 노원구 덕릉로60길 293,02-906-7002,N,N,Y,N,N,N,N,N,N,N,N,N,127.0475882,37.62874712
Love Affair,서울시 강남구 언주로150길  32,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0369602,37.52149511
박미선 별난갈비,서울시 관악구 봉천로  535,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.957468,37.47888986
맛있는고기구워먹는곳,서울시 동작구 상도로37길 62,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9520957,37.4987355
서광폴리머,서울시 영등포구 국회대로37길 5,-1,N,Y,Y,N,N,N,N,N,N,N,N,N,126.8995934,37.52778552
CULISSU GAIA,서울시 강남구 도산대로53길 15,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0382366,37.52418389
산봉냉면,서울시 강남구 선릉로62길  13,02-557-2778,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0535609,37.4975345
양촌리,서울시 강동구 양재대로 1444,02-485-9292,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.1392366,37.53471192
회령쌈밥,서울시 노원구 한글비석로1길 33,02-977-7567,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0703817,37.63915383
참치박사,서울시 노원구 노해로81길 12-33,02-933-9611,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0636425,37.65578013
양촌리,서울시 은평구 은평로 141,02-3157-8592,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9232618,37.60087186
멀티하우스리빙텔-고시원,서울시 서대문구 명물1길 16,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9373365,37.55821838
피티 앤 브이-직업소개,서울시 영등포구 신길로 220,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9102947,37.51172211
빕스 청담점,서울시 강남구 학동로  519,02-3442-2997,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0554551,37.52018709
파스꾸찌신촌연대점,서울시 서대문구 연세로 22,02-393-8004,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.937083,37.5575783
갤러리 시간,서울시 종로구 삼청로 109,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,126.9817749,37.58513427
옛골토성,서울시 강서구 공항대로  353,02-3662-5192,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.8470526,37.55796316
강강술래,서울시 노원구 동일로 1628,02-935-9233,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0560305,37.67384377
라운드-칵테일바,서울시 강남구 선릉로158길 13-16,02-517-7412,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0416182,37.52650453
롯데리아,서울시 강동구 양재대로 1651,02-427-8463,Y,Y,N,N,N,N,N,N,N,N,N,N,127.1438053,37.55296246
(주)에도긴,서울시 강남구 테헤란로8길  30,02-568-5147,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0318192,37.49688806
한우식당 마블스,서울시 영등포구 신풍로  10,02-848-5292,Y,N,Y,N,N,N,N,N,N,N,N,N,126.9069922,37.49991254
무봉리토종순대국,서울시 도봉구 노해로67길 2,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0500285,37.6524301
교촌1991,서울시 서초구 강남대로69길  8,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0246557,37.50184739
봉우리,서울시 강남구 논현로94길  25-3,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0381462,37.50304113
샤브궁샤브가,서울시 중구 남대문로9길 12,02-757-4582,Y,N,N,N,N,N,N,N,N,N,N,N,126.9817444,37.56686504
커피스미스,서울시 강남구 도산대로13길 13,02-3445-3372,Y,N,N,N,N,N,N,N,N,N,N,N,127.0229778,37.51872305
사이공 스픈 32-동남아음식 ,서울시 강남구 언주로93길 32-8,02-568-0032,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.039252,37.50376203
와라와라(혜진빌딩),서울시 강남구 강남대로96길 20,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0286375,37.49990956
Amazing B/D,서울시 강남구 도산대로 306,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0348712,37.52144517
마리온 크레페 Lozy,서울시 강남구 강남대로162길 41-20,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0211831,37.52188513
휘모리,서울시 강남구 도곡로93길  7,02-564-5959,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0644444,37.50063632
영천 영화 고기집(상민빌딩),서울시 강남구 도산대로90길 3,02-3442-0381,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0495783,37.52395954
장터순대국,서울시 서대문구 홍은중앙로 113,02-394-0057,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9486518,37.60052117
베니건스,서울시 강남구 도산대로  334,02-517-5007,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0385441,37.52260772
한국경제신문사옥,서울시 중구 청계천로 14,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.978818,37.56879005
파리바게트,서울시 서대문구 홍은중앙로 29,070-4116-4796,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9460879,37.59413885
송림가든,서울시 구로구 경인로 398,02-2066-6000,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.864348,37.4969969
MUG FOR RABBIT-카페,서울시 강남구 논현로159길  65,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0231631,37.52138279
도봉산갈비,서울시 도봉구 도봉로  915,02-955-1177,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0456944,37.68603322
명문의집,서울시 성동구 마장로 360,02-2245-0335,Y,Y,Y,N,N,N,Y,N,N,N,N,N,127.0484521,37.56914904
한국의집,서울시 중구 청계천로 8,02-2266-9101,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,126.9782225,37.56882573
천수만,서울시 중랑구 용마산로 628,02-439-9886,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.1011778,37.60688907
양주골오리마을,서울시 도봉구 도봉로150다길 64,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.044535,37.66894625
갈비예찬,서울시 도봉구 노해로 259,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,127.036968,37.65166416
곰씨네(씨크랩건물),서울시 강동구 강동대로 17,-1,Y,N,N,N,N,N,N,N,N,N,N,N,0,0
할리스커피점,서울시 서대문구 거북골로 31-1,02-373-7700,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9241759,37.57954491
wellz-가구판매,서울시 강남구 삼성로 729,02-511-7911,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0488162,37.52060692
삼수갑산,서울시 관악구 남현1길  38-9,02-521-0056,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9797155,37.47557269
수상한포차,서울시 강북구 도봉로87길 46,02-903-2332,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0234431,37.63923495
라부미텔,서울시 금천구 범안로  1203,-1,N,Y,Y,N,N,N,N,N,N,N,N,N,126.8955395,37.46675552
언더브릿지(일반음식점),서울시 마포구 토정로  174,070-4146-0856,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.930113,37.54539587
근린생활시설(봉평산골메밀촌),서울시 노원구 동일로242길 54,02-931-3482,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0581762,37.67462472
한국피자헛,서울시 종로구 종로  61,02-737-8065,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9842781,37.57043871
서울인삼토계촌(일반음식점),서울시 마포구 모래내로 89,02-304-5060,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9127342,37.56678411
예향,서울시 강남구 언주로107길  7,02-566-0043,Y,N,N,N,N,N,N,N,N,N,N,N,127.0382085,37.50739944
둘레길주막미담,서울시 은평구 대서문길  43-7,02-358-0092,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9495152,37.65549879
2층에오렌지룸(일반음식점)-호프&amp;요리주점,서울시 마포구 어울마당로  86,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9218431,37.55269147
나주곰탕,서울시 관악구 신림로64길  9,02-887-6666,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9302457,37.48515461
투쉐 카페&amp;레스토랑(미산빌딩),서울시 강남구 압구정로71길 4,02-3018-1002,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.045719,37.52690571
FR푸드시스템,서울시 강서구 공항대로  318,-1,N,Y,Y,N,N,N,N,N,N,N,N,N,126.8429131,37.55778697
서초동이남장,서울시 서초구 서초대로49길 4,02-592-0268,Y,Y,N,N,N,N,N,N,N,N,N,N,127.012379,37.49378428
일반음식점(나주곰탕),서울시 마포구 도화길 12,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9477816,37.53984072
화수목레스토랑,서울시 용산구 소월로 268,02-792-5571,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9911143,37.54264716
㈜청담안,서울시 강남구 도산대로81길 13,02-541-6381,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0475716,37.52526217
일반음식점(에덴),서울시 노원구 중계로18길 9,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0778067,37.6511312
미스터피자,서울시 서대문구 연세로 10,02-363-9001,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9370914,37.55637054
진미파라곤,서울시 영등포구 국회대로 800,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9210838,37.5309292
오리킹,서울시 중랑구 용마산로129길 10,02-494-5292,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.1002774,37.60763081
화로촌,서울시 성북구 보국문로  24-2,02-921-8592,Y,N,N,N,N,N,N,N,N,N,N,N,127.0111327,37.60686021
프로방스,서울시 서대문구 연대동문길 26,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9438068,37.56358393
이화원,서울시 서대문구 연희맛로 13,02-334-1888,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9290099,37.56654965
신의주 찰쌀 순대(호텔 칸),서울시 강남구 영동대로 725,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0551544,37.52247658
춘천본점닭갈비,서울시 노원구 상계로5길 31,02-939-7033,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0630001,37.65682447
경복궁삿뽀로,서울시 도봉구 도봉로   610,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0412206,37.658914
바다회공원음식점(청림빌딩)(제시카키친),서울시 강서구 공항대로  345,02-3664-1199,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.8460923,37.55805474
티에스아이디-인테리어,서울시 은평구 대서문길  43-14,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9493889,37.65601088
해성회수산,서울시 서대문구 명물길 49,02-392-6679,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9389122,37.55891091
쌍쌍포차,서울시 광진구 동일로22길 49,02-466-9545,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0671009,37.54190344
빕스 등촌점,서울시 강서구 공항대로  311,02-3661-1997,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.8421819,37.55854119
코나커피숍,서울시 송파구 백제고분로44길 34,02-419-7676,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.1123932,37.5059671
몽골찬한우,서울시 성북구 동소문로  212-66,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0232906,37.60143429
화로구이,서울시 관악구 남부순환로 1453,02-866-8592,Y,N,Y,N,N,N,N,N,N,N,N,N,126.9121847,37.48172209
바달비,서울시 관악구 봉천로12길  17,02-889-2600,Y,N,Y,N,N,N,N,N,N,N,N,N,126.9294919,37.48796438
오발탄,서울시 서초구 반포대로 154,02-591-6657,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0072005,37.49361172
한우한마리,서울시 강서구 강서로5나길 65,-1,N,N,N,N,N,N,N,N,N,N,N,N,126.8445366,37.52827578
샤르르 샤브샤브,서울시 강남구 역삼로17길  53,02-565-5600,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0362079,37.49825065
예소원,서울시 서대문구 성산로 535,02-313-7676,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9448015,37.5643964
둠벙(현:수리수리)-요리&amp;주점,서울시 강북구 도봉로10가길 12,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0310723,37.61301401
그물에걸린바다,서울시 중랑구 봉화산로 240,02-435-9229,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0992879,37.60793157
갈비세상,서울시 구로구 경인로 281,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,126.8518259,37.49849603
서귀포뚝배기,서울시 서초구 반포대로30길 32,02-523-9897,Y,Y,N,N,N,N,N,N,N,N,N,N,127.01034,37.49182548
보보리스-미용실,서울시 강남구 언주로154길  14,02-549-0988,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0345511,37.52321624
SK허브진,서울시 강동구 천호대로 142,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0
로얄더비랜드,서울시 서대문구 응암로  103,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9127047,37.58208093
주노도시-카페,서울시 서초구 마방로2길  94,02-2058-0650,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0398159,37.46947861
실크로드,서울시 구로구 경인로 398,02-2066-6100,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.864348,37.4969969
명가설렁탕,서울시 서초구 서초대로  23,02-3477-9595,Y,Y,Y,N,N,N,Y,N,N,N,N,N,126.9849882,37.48604138
일파르코,서울시 노원구 노원로 240,02-949-1855,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0745261,37.63937273
수상한포차,서울시 광진구 아차산로33길 33,02-499-2588,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0704091,37.54177914
바다회공원,서울시 동대문구 장한로 109,02-2213-5666,Y,N,N,N,N,N,N,N,N,N,N,N,127.0701752,37.57043343
남원추어탕,서울시 노원구 한글비석로1길 69,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0702141,37.6407147
벽제갈비,서울시 서대문구 연세로 14,02-392-8308,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9370545,37.55675686
코리안덕,서울시 서대문구 세검정로1길 21,02-394-3919,N,Y,N,N,N,N,N,N,N,N,N,N,126.942835,37.59257774
활화산조개구이,서울시 광진구 아차산로33길  49,02-497-8980,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0707353,37.54251385
화로구이,서울시 강북구 한천로 948,02-999-9946,Y,N,Y,N,N,N,N,N,N,N,N,N,0,0
삼경바다,서울시 강남구 언주로93길 14-7,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0407363,37.50421164
미가할매,서울시 관악구 신림로 374,02-888-6940,Y,N,Y,Y,N,N,N,N,N,N,N,N,126.9290054,37.48770171
스타벅스(보라빌딩),서울시 강남구 학동로 506,02-758-8394,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.051451,37.51869039
순봉상가(불토불가마사우나),서울시 강서구 공항대로  290,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.8397719,37.55811421
커피빈,서울시 중구 명동8길  9,02-319-3394,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9847234,37.56334029
큰대문집,서울시 서초구 반포대로28길 77,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0124003,37.49192757
보보-카페,서울시 서대문구 성산로 573,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9469302,37.56717244
초동집,서울시 서초구 서운로  135,02-585-2511,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0245289,37.49551484
미스터피자 양재점(크리스탈빌딩),서울시 강남구 강남대로  242,02-3463-1100,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0340819,37.48537204
자하문정식,서울시 종로구 진흥로 493-5,02-396-5000,N,Y,Y,N,N,N,N,N,N,N,N,N,126.9618024,37.60489695
개성면옥(함흥냉면),서울시 강서구 양천로 660,02-3664-3705,Y,Y,N,N,N,N,N,N,N,N,N,N,126.8700786,37.55210667
아미소,서울시 중구 동호로14길 18,02-756-3327,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0108371,37.5563848
뢰벤호프,서울시 서초구 방배천로  21,02-585-6654,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9822791,37.47846488
왕짜장,서울시 도봉구 도봉로109길  16,-1,Y,N,N,N,N,N,N,N,N,N,N,N,127.0323909,37.64693212
강서수산,서울시 강서구 공항대로  301,02-3665-3534,Y,Y,N,N,N,N,N,N,N,N,N,N,126.8412046,37.55854241
부처스컷,서울시 용산구 이태원로 243,02-798-8782,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0000154,37.53680269
호면당(조은빌딩),서울시 강남구 도산대로81길 25,-1,Y,N,Y,N,N,N,N,N,N,N,N,N,127.0470861,37.52601636
삼호복집,서울시 서대문구 연세로5다길 10,02-337-9019,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9349887,37.55651264
형제갈비,서울시 서대문구 명물1길  2,02-365-0001,Y,N,N,N,N,N,N,N,N,N,N,N,126.9373493,37.5578388
블랙스미스,서울시 강남구 도산대로 115,02-3444-8211,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0210868,37.5171391
연신내부대찌개,서울시 은평구 연서로  187,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9178993,37.61556105
옛골토성,서울시 은평구 대서문길  45-7,02-385-3064,Y,Y,Y,N,N,N,N,N,N,N,N,N,126.9500888,37.65525919
코리아하우스(아름다운빌딩),서울시 강남구 압구정로79길 56,02-543-8888,Y,Y,N,N,N,N,N,N,N,N,N,N,127.051784,37.52533799
피자헛,서울시 송파구 송파대로  421,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.1074977,37.50433858
보성식당,서울시 노원구 덕릉로 849,-1,Y,Y,N,N,N,N,N,N,N,N,N,N,127.0826044,37.67209307
안창골오리농원신내점,서울시 중랑구 용마산로 623,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.1004769,37.60673014
일품신토오리,서울시 중랑구 봉화산로 231,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0982839,37.6083124
만리장성,서울시 노원구 석계로13길 23,02-909-2998,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0615713,37.6202214
신라비빔밥샤브칼국수,서울시 강동구 양재대로85길 16,02-483-6879,Y,Y,N,N,N,N,N,N,N,N,N,N,127.1337724,37.52461684
황실떡,서울시 서초구 서초대로25길 37,02-533-5580,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9933271,37.48944518
한우정육식당(부경빌딩),서울시 강남구 강남대로118길 12,-1,Y,Y,Y,N,N,N,N,N,N,N,N,N,127.0247568,37.5063106
올리아,서울시 용산구 회나무로42길 4,02-792-6004,Y,Y,N,N,N,N,N,N,N,N,N,N,126.9958546,37.54074077
